,Unnamed: 0,id,fighter_name,total_wins,total_losses,total_draws,total_nc,height,weight,reach,stance,dob,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,td_acc.1,sub_avg
1547,1548,d21113c9ff3788ae,Peter Barrett,11,5,0,0,"5'10""",145,"73""",Southpaw,8/10/1986,4.18,61%,4.32,42%,1.39,22%,66%,22%,0.0
1548,1549,1fcfc3709fe58151,Peter Sobotta,17,7,1,0,"6'0""",170,"75""",Southpaw,1/11/1987,2.14,40%,2.9,58%,1.53,32%,77%,32%,0.5
1549,1550,d661ce4da776fc20,Petr Yan,15,2,0,0,"5'7""",135,"67""",Switch,2/11/1993,5.99,52%,3.55,62%,2.14,66%,90%,66%,0.1
1550,1551,1652f3213655b935,Phil Baroni,15,18,0,0,"5'9""",170,"72""",Orthodox,4/16/1976,2.77,45%,3.93,40%,1.46,47%,60%,47%,0.5
1551,1552,902ab9197b83d0db,Phil Davis,17,4,0,1,"6'2""",205,"79""",Orthodox,9/25/1984,2.85,34%,1.33,72%,2.99,38%,72%,38%,0.6
1552,1553,ba043b03eb799063,Phil Harris,22,12,0,2,"5'4""",125,"65""",Orthodox,9/04/1983,2.34,26%,3.16,68%,1.76,21%,60%,21%,0.0
1553,1554,547afe1017e72dbe,Phil Hawes,10,2,0,0,"6'0""",185,"77""",Orthodox,1/08/1989,2.84,52%,4.18,47%,3.13,35%,0%,35%,0.0
1555,1556,6ef65b6a152e49d5,Philip De Fries,12,6,0,1,"6'5""",250,"79""",Orthodox,4/21/1986,2.3,47%,3.0,37%,3.29,42%,100%,42%,0.6
1556,1557,8e382b585a92affe,Philip Rowe,7,3,0,0,"6'3""",170,"80""",Orthodox,7/18/1990,4.99,60%,5.34,51%,1.19,33%,25%,33%,0.0
1557,1558,53c943c873cffe90,Philipe Lins,14,5,0,0,"6'2""",240,"78""",Orthodox,8/17/1985,2.66,40%,3.68,49%,0.0,0%,0%,0%,0.0
1559,1560,64360e618823a8e4,Phillipe Nover,11,8,1,0,"5'9""",145,"72""",Orthodox,2/03/1984,1.79,35%,2.48,56%,0.99,28%,44%,28%,0.7
1560,1561,31bbd39c0a075d4e,Pingyuan Liu,13,7,0,0,"5'6""",135,"72""",Orthodox,2/13/1993,2.36,33%,2.99,54%,0.25,20%,56%,20%,1.0
1561,1562,a3be148af5c7b088,Piotr Hallmann,18,6,0,0,"5'9""",155,"71""",Orthodox,8/25/1987,3.98,45%,3.17,58%,2.55,44%,70%,44%,0.4
1562,1563,5c126c6aac3ef364,Poliana Botelho,8,3,0,0,"5'8""",115,"67""",Orthodox,12/15/1988,3.0,56%,3.08,50%,0.89,100%,80%,100%,0.0
1563,1564,9673a497a9da119a,Polyana Viana,12,4,0,0,"5'5""",115,"67""",Orthodox,6/14/1992,3.71,41%,3.01,54%,1.12,33%,50%,33%,3.4
1564,1565,b1e5bcaad32a3cac,Priscila Cachoeira,9,3,0,0,"5'7""",135,"65""",Orthodox,8/19/1988,3.84,37%,7.93,42%,0.0,0%,69%,0%,0.0
1565,1566,64facb6cc564262d,Punahele Soriano,8,0,0,0,"5'11""",185,"72""",Southpaw,11/22/1992,4.46,43%,2.86,52%,2.6,66%,0%,66%,0.0
1567,1568,ffc088e64fab57e9,Quinton Jackson,37,12,0,0,"6'1""",205,"73""",Orthodox,6/20/1978,3.25,54%,2.51,55%,1.52,56%,73%,56%,0.1
1568,1569,01784fbc27c68b14,Rachael Ostovich,4,6,0,0,"5'3""",125,"62""",Orthodox,2/25/1991,2.54,43%,3.97,57%,2.03,83%,66%,83%,0.8
1569,1570,e132d47bd9efbbe0,Rafa Garcia,12,1,0,0,"5'7""",155,"70""",Orthodox,8/05/1994,3.47,23%,6.6,54%,0.0,0%,100%,0%,0.0
1571,1572,5c1ca0c72b599a3c,Rafael Cavalcante,12,7,0,1,"6'1""",205,"74""",Orthodox,4/14/1980,2.71,53%,3.62,49%,0.6,40%,63%,40%,0.1
1572,1573,6a2f7c151031653d,Rafael Dos Anjos,30,13,0,0,"5'8""",155,"70""",Southpaw,10/26/1984,3.49,46%,3.22,61%,1.93,37%,58%,37%,0.6
1573,1574,c814b4c899793af6,Rafael Fiziev,9,1,0,0,"5'8""",155,"71""",Switch,3/05/1993,4.67,57%,4.17,55%,0.84,50%,100%,50%,0.0
1574,1575,0dba4df5f34d5ff0,Rafael Natal,21,9,1,0,"6'0""",185,"77""",Orthodox,12/25/1982,3.1,47%,2.48,57%,2.55,34%,77%,34%,0.5
1575,1576,15b1b21cd743d652,Rafaello Oliveira,17,8,0,0,"5'8""",155,"71""",Orthodox,1/26/1982,2.19,33%,3.38,59%,2.49,36%,11%,36%,1.6
1577,1578,abd5fb12437eda21,Ramazan Emeev,20,4,0,0,"5'10""",170,"76""",Southpaw,5/23/1987,2.5,45%,1.98,66%,2.33,29%,66%,29%,0.5
1578,1579,d1152823307d7e7c,Rameau Thierry Sokoudjou,18,18,0,0,"5'10""",205,"78""",Orthodox,4/18/1984,2.26,45%,2.61,56%,1.93,47%,78%,47%,0.9
1580,1581,3d074044a33825e7,Ramiz Brahimaj,8,3,0,0,"5'10""",170,"72""",Orthodox,11/17/1992,3.73,36%,6.14,55%,0.0,0%,100%,0%,0.0
1581,1582,22aa91e402d0fe1f,Ramsey Nijem,9,6,0,0,"5'11""",155,"75""",Orthodox,4/01/1988,3.05,44%,1.62,62%,5.32,62%,55%,62%,1.1
1582,1583,4a57ebb14315b251,Randa Markos,10,11,1,0,"5'4""",115,"63""",Orthodox,8/10/1985,2.85,41%,3.2,59%,1.23,28%,57%,28%,0.2
1583,1584,c6aee362c7a7d482,Randy Brown,12,4,0,0,"6'3""",170,"78""",Orthodox,7/08/1990,3.67,47%,2.8,53%,1.0,46%,71%,46%,0.6
1584,1585,325ad0dd9126d3df,Randy Costa,6,1,0,0,"5'9""",135,"73""",Switch,7/06/1994,7.88,47%,5.26,58%,0.0,0%,100%,0%,0.0
1585,1586,0aa92558424ced9e,Randy Couture,19,11,0,0,"6'1""",205,"75""",Orthodox,6/22/1963,2.85,57%,1.53,59%,2.78,46%,58%,46%,0.5
1586,1587,94527830000ab715,Rani Yahya,27,10,1,1,"5'6""",135,"67""",Orthodox,9/12/1984,1.57,37%,1.7,50%,2.89,33%,24%,33%,2.0
1587,1588,b9f28e7045fdfce7,Raoni Barcelos,16,1,0,0,"5'7""",135,"67""",Orthodox,5/01/1987,5.59,52%,4.17,67%,2.23,56%,85%,56%,0.7
1588,1589,2f13e4020cea5b38,Raphael Assuncao,27,8,0,0,"5'5""",135,"66""",Orthodox,7/19/1982,3.26,40%,2.33,68%,1.48,38%,80%,38%,0.3
1589,1590,41f90012b86a11bf,Raphael Pessoa,10,2,0,0,"6'3""",262,"78""",Orthodox,3/09/1989,2.16,26%,3.43,42%,0.0,0%,100%,0%,0.0
1590,1591,fc169c387b4b465d,Raquel Pennington,11,9,0,0,"5'7""",135,"67""",Orthodox,9/05/1988,3.62,48%,3.2,63%,1.12,28%,65%,28%,0.7
1591,1592,d1528ac5675558b1,Rashad Coulter,9,4,0,0,"5'11""",205,"76""",Orthodox,11/27/1981,4.82,56%,6.68,50%,0.0,0%,62%,0%,0.0
1592,1593,ee779c43a8926d52,Rashad Evans,19,8,1,0,"6'0""",205,"75""",Orthodox,9/25/1979,2.14,37%,2.42,63%,2.98,44%,73%,44%,0.0
1593,1594,7ea1f74cef32f906,Rashid Magomedov,20,2,0,0,"5'9""",155,"70""",Orthodox,11/29/1984,4.4,49%,3.05,54%,0.67,57%,89%,57%,0.2
1594,1595,82b4e942781b1046,Raulian Paiva,20,3,0,0,"5'8""",125,"69""",Orthodox,10/17/1995,4.46,43%,4.89,51%,0.26,20%,80%,20%,0.3
1595,1596,a4de54ea806fb525,Ray Borg,13,5,0,0,"5'4""",135,"63""",Orthodox,8/04/1993,1.52,52%,1.93,48%,3.89,50%,46%,50%,1.0
1596,1597,90e0985df05e51bc,Ray Rodriguez,16,8,0,0,"5'7""",135,"70""",Orthodox,12/10/1987,0.9,27%,3.89,40%,1.42,50%,44%,50%,0.0
1599,1600,f9081770e28ea2e1,Reginaldo Vieira,13,5,0,0,"5'7""",135,"65""",Orthodox,11/26/1982,3.76,40%,2.89,59%,1.97,27%,25%,27%,0.8
1601,1602,2c99576fefe53c7c,Renan Barao,34,9,0,1,"5'6""",145,"70""",Orthodox,1/31/1987,3.78,36%,3.9,57%,1.49,41%,91%,41%,0.5
1602,1603,b6452706b373eea1,Renato Moicano,14,4,1,0,"5'11""",155,"72""",Orthodox,5/21/1989,5.4,46%,3.74,65%,1.28,53%,78%,53%,0.6
1603,1604,d468288756ae3982,Renato Sobral,37,11,0,0,"6'1""",205,"75""",Orthodox,9/07/1975,2.23,45%,1.53,57%,2.48,42%,65%,42%,2.6
1605,1606,44bc27bfa76dcd9e,Renee Forte,8,4,0,0,"5'7""",155,"71""",Orthodox,3/27/1987,2.08,32%,2.12,63%,2.32,58%,66%,58%,0.0
1607,1608,4417980b3e798abf,Reuben Duran,11,7,1,0,"5'7""",135,"71""",Orthodox,7/02/1983,3.19,49%,2.61,50%,0.98,23%,25%,23%,0.7
1609,1610,e25bcbcdaf6537a1,Reza Madadi,14,6,0,0,"5'11""",155,"73""",Orthodox,6/20/1978,2.51,46%,3.31,66%,3.17,33%,89%,33%,0.5
1611,1612,f748267c4ab6c127,Rhys McKee,10,4,1,0,"6'2""",170,"78""",Orthodox,9/10/1995,6.83,53%,11.9,43%,0.0,0%,20%,0%,0.0
1613,1614,91186547a7f3f758,Ricardo Almeida,13,5,0,0,"6'0""",170,"74""",Orthodox,11/29/1976,2.02,49%,1.2,61%,3.74,38%,31%,38%,1.2
1614,1615,e9e1acc96536bb4f,Ricardo Funch,9,6,0,0,"5'10""",170,"74""",Southpaw,8/14/1980,2.61,65%,3.57,40%,1.24,18%,60%,18%,0.0
1615,1616,3974fa35c917af1d,Ricardo Lamas,20,8,0,0,"5'8""",145,"71""",Orthodox,5/21/1982,3.13,47%,2.87,57%,1.84,33%,46%,33%,0.9
1616,1617,1ae8f3c723aacff4,Ricardo Ramos,14,3,0,0,"5'9""",145,"72""",Orthodox,8/01/1995,3.0,39%,3.28,58%,1.99,56%,71%,56%,0.7
1617,1618,744e098e065cfdbe,Ricardo Romero,11,3,0,0,"6'0""",205,"76""",Orthodox,4/15/1978,2.17,55%,4.77,46%,1.63,10%,100%,10%,3.3
1619,1620,210935fd21670f6d,Rich Attonito,10,5,0,0,"5'10""",170,"72""",Orthodox,6/16/1977,2.28,47%,2.13,59%,0.74,37%,75%,37%,0.0
1620,1621,7d21de9c6d7c98b2,Rich Clementi,45,23,1,0,"5'9""",155,"72""",Southpaw,3/31/1976,1.43,37%,2.29,60%,1.72,42%,25%,42%,1.1
1621,1622,d897897060f10a3a,Rich Franklin,29,7,0,1,"6'1""",185,"76""",Southpaw,10/05/1974,4.1,44%,2.07,62%,1.31,66%,63%,66%,0.7
1623,1624,303a05a7aa3ff761,Richard Walsh,9,5,0,0,"6'0""",170,"73""",Orthodox,12/01/1988,3.84,46%,2.72,58%,1.55,40%,66%,40%,0.2
1626,1627,f75c5ca0d91b9115,Richie Smullen,3,1,1,0,"5'9""",155,"68""",Orthodox,8/17/1991,1.98,77%,2.26,65%,8.49,66%,0%,66%,0.0
1627,1628,54578e5927adea53,Richie Vaculik,10,4,0,0,"5'6""",125,"69""",Orthodox,6/19/1983,3.69,46%,4.09,57%,3.0,45%,31%,45%,1.0
1629,1630,814ff3018127e8fc,Rick Glenn,21,6,1,0,"6'0""",145,"70""",Southpaw,4/12/1989,4.31,42%,4.29,53%,0.67,13%,66%,13%,0.3
1630,1631,5b5307450405abf0,Rick Story,19,9,0,0,"5'9""",170,"71""",Southpaw,8/28/1984,3.8,41%,2.17,62%,2.53,48%,63%,48%,0.9
1631,1632,9b1e3fb4f8cbd5b7,Ricky Rainey,12,6,0,0,"6'1""",170,"77""",Switch,6/29/1983,2.55,48%,2.62,46%,0.95,18%,55%,18%,0.0
1632,1633,5987b2458f4b5290,Ricky Simon,18,3,0,0,"5'6""",135,"69""",Orthodox,8/31/1992,3.08,42%,3.13,64%,6.93,54%,72%,54%,0.4
1633,1634,7c35f869033901ae,Riki Fukuda,24,9,0,1,"6'0""",185,"73""",Southpaw,1/06/1981,4.24,43%,3.71,64%,2.17,43%,70%,43%,0.0
1635,1636,1c86754617d9813a,Roan Carneiro,21,11,0,0,"5'11""",170,"76""",Orthodox,6/02/1978,1.46,46%,1.82,62%,3.05,42%,83%,42%,1.4
1636,1637,a7d687e6ecb30981,Rob Broughton,16,7,1,0,"6'2""",265,"74""",Orthodox,3/03/1983,2.83,60%,2.54,51%,0.0,0%,26%,0%,3.2
1637,1638,dc0f07928009a127,Rob Emerson,18,12,0,1,"5'9""",155,"70""",Orthodox,7/30/1981,2.5,30%,2.83,64%,2.02,52%,65%,52%,0.4
1638,1639,05339613bf8e9808,Rob Font,18,4,0,0,"5'8""",135,"71""",Orthodox,6/25/1987,5.21,42%,3.83,62%,1.2,36%,48%,36%,0.8
1639,1640,054defd5420a551f,Rob Kimmons,25,9,0,0,"5'10""",185,"73""",Orthodox,1/30/1981,1.86,48%,4.79,38%,2.08,46%,25%,46%,2.4
1640,1641,f3388d2cf7ab3f64,Rob MacDonald,5,4,0,0,"6'3""",205,"78""",Orthodox,9/05/1978,1.8,50%,2.04,46%,7.19,80%,80%,80%,5.4
1641,1642,826475cc758e60e6,Rob Wilkinson,11,2,0,0,"6'3""",185,"80""",Orthodox,2/22/1992,2.74,50%,5.66,39%,4.47,25%,0%,25%,0.0
1643,1644,f2925e6db404bf1d,Robbie Lawler,28,15,0,1,"5'11""",170,"74""",Southpaw,3/20/1982,3.5,45%,4.16,60%,0.68,64%,64%,64%,0.0
1645,1646,5cafbc97dba2e797,Robert McDaniel,28,10,0,0,"6'3""",185,"75""",Southpaw,5/03/1983,1.64,44%,1.98,56%,0.93,50%,50%,50%,1.4
1646,1647,960d6cae8879ba2b,Robert Peralta,18,8,0,1,"5'8""",145,"71""",Orthodox,3/14/1986,3.76,44%,2.97,53%,0.59,66%,65%,66%,0.0
1647,1648,546f8599a63c29da,Robert Sanchez,8,2,0,0,"5'6""",125,"66""",Orthodox,3/05/1986,0.96,40%,1.78,46%,3.61,62%,50%,62%,0.7
1648,1649,1dafccb62a0f98ec,Robert Whiteford,14,4,0,0,"5'9""",145,"69""",Southpaw,4/12/1983,2.33,46%,1.99,62%,1.9,30%,45%,30%,0.0
1649,1650,e1147d3d2dabe1ce,Robert Whittaker,23,5,0,0,"6'0""",185,"73""",Orthodox,12/20/1990,4.52,40%,3.44,60%,0.43,27%,84%,27%,0.0
1652,1653,b9415726dc3ec526,Rodney Wallace,26,15,1,0,"5'9""",205,"72""",Switch,11/21/1981,1.13,46%,3.44,45%,6.0,54%,28%,54%,1.0
1654,1655,260e9e0d4954aea6,Rodolfo Vieira,7,1,0,0,"6'0""",185,"73""",Orthodox,9/25/1989,1.66,42%,3.06,42%,7.0,47%,0%,47%,1.6
1655,1656,a20d7dfaba74c067,Rodrigo Damm,13,9,0,0,"5'7""",155,"71""",Orthodox,2/03/1980,3.5,36%,5.61,57%,0.44,16%,80%,16%,0.3
1656,1657,d31a5546c0e9b213,Rodrigo Nascimento,8,1,0,0,"6'2""",246,"80""",Orthodox,11/26/1992,4.23,55%,4.32,42%,2.7,100%,100%,100%,2.7
1659,1660,3b9f723e2720a238,Roger Bowling,12,6,0,1,"5'9""",155,"68""",Orthodox,12/05/1982,3.9,47%,3.86,51%,3.09,43%,27%,43%,0.9
1660,1661,a6bbd3df469c6bea,Roger Gracie,8,2,0,0,"6'4""",185,"79""",Orthodox,9/26/1981,1.78,35%,1.79,61%,1.87,53%,60%,53%,1.9
1662,1663,daf1b84aebd6602b,Roger Huerta,23,9,1,1,"5'9""",155,"70""",Orthodox,5/20/1983,3.64,36%,2.33,56%,2.13,46%,52%,46%,0.5
1665,1666,07a2bdaa0afdd831,Rogerio Bontorin,16,3,0,1,"5'5""",125,"67""",Orthodox,4/25/1992,2.19,50%,3.12,38%,1.9,40%,51%,40%,1.6
1666,1667,73e09f837f3b5ecc,Rogerio Nogueira,23,10,0,0,"6'2""",205,"75""",Southpaw,6/02/1976,2.43,35%,2.34,59%,0.64,44%,62%,44%,0.8
1667,1668,173acb3f920082b8,Roland Delorme,9,5,0,1,"5'9""",135,"71""",Orthodox,12/18/1983,2.28,44%,4.32,40%,2.51,34%,42%,34%,1.6
1669,1670,37b1696e6d115957,Rolando Delgado,11,6,1,0,"6'3""",155,"77""",Orthodox,11/22/1981,1.56,40%,1.83,62%,1.17,22%,0%,22%,3.5
1670,1671,55ed59d541f8b90c,Rolando Dy,9,7,1,1,"5'8""",145,"69""",Orthodox,8/11/1990,3.04,37%,4.47,52%,0.3,20%,68%,20%,0.0
1673,1674,d61316139d68dbe3,Roman Bogatov,10,1,0,0,"5'8""",155,"73""",Orthodox,12/15/1990,3.33,42%,4.4,44%,1.0,9%,50%,9%,0.0
1674,1675,327d5f279895110d,Roman Dolidze,8,0,0,0,"6'2""",205,"76""",Orthodox,7/15/1988,3.64,53%,1.71,67%,2.34,60%,0%,60%,2.3
1675,1676,9d83f6da776ff7d6,Roman Kopylov,8,1,0,0,"6'0""",185,"75""",Southpaw,5/04/1991,2.64,38%,3.07,63%,0.0,0%,66%,0%,0.0
1680,1681,6dd758d34da8d254,Ron Stallings,14,8,0,1,"6'2""",170,"75""",Southpaw,1/25/1983,3.22,60%,3.26,51%,0.0,0%,71%,0%,0.0
1684,1685,8bdac25ce0bb874d,Ronda Rousey,12,2,0,0,"5'7""",135,"66""",Orthodox,2/01/1987,4.17,52%,4.14,44%,6.26,68%,50%,68%,4.8
1685,1686,e7e01e266a9d4342,Ronnie Lawrence,7,1,0,0,"5'8""",135,"68""",Switch,6/13/1992,3.8,58%,1.09,61%,10.86,76%,100%,76%,0.5
1686,1687,bd21a1e3d41c97ee,Ronny Markes,17,5,0,0,"6'1""",185,"75""",Orthodox,4/21/1988,2.17,53%,2.43,45%,3.13,40%,100%,40%,0.5
1687,1688,b71ce838b01f2cad,Rony Jason,14,7,0,1,"5'7""",145,"73""",Orthodox,3/21/1984,2.04,44%,3.14,53%,0.59,30%,36%,30%,0.8
1689,1690,37c5366d18ed6c05,Roosevelt Roberts,10,2,0,1,"6'2""",155,"73""",Orthodox,2/11/1994,3.03,49%,2.27,52%,1.75,53%,58%,53%,1.1
1690,1691,2c5a0b8317f8f27a,Roque Martinez,15,7,2,0,"5'10""",250,"72""",Orthodox,3/04/1986,2.67,51%,4.68,59%,0.62,50%,16%,50%,0.0
1691,1692,cbd5d3cdd862e90e,Rory MacDonald,19,4,0,0,"6'0""",170,"76""",Orthodox,7/22/1989,3.75,42%,2.8,62%,1.77,47%,88%,47%,0.4
1692,1693,23a16ebe733e3041,Rory Markham,17,6,0,0,"6'0""",170,"71""",Orthodox,3/25/1982,1.98,21%,10.27,45%,0.0,0%,0%,0%,0.0
1693,1694,546015aa2ad945fd,Rory Singer,11,9,0,0,"6'2""",185,"77""",Orthodox,5/28/1976,2.55,39%,2.42,63%,0.39,25%,64%,25%,0.8
1694,1695,47b63240018d5d86,Rose Namajunas,10,4,0,0,"5'5""",115,"65""",Orthodox,6/29/1992,4.13,40%,3.98,60%,1.91,53%,50%,53%,0.8
1696,1697,4f732e58ed907eff,Ross Pearson,20,16,0,1,"5'8""",155,"69""",Orthodox,9/26/1984,3.68,40%,4.09,62%,0.74,35%,75%,35%,0.0
1698,1699,1fc64507a0cb38cf,Rostem Akman,6,2,0,0,"5'10""",170,"72""",Switch,12/19/1991,1.8,25%,3.97,57%,1.0,40%,87%,40%,0.0
1699,1700,8ddf9c51c5fdea75,Rousimar Palhares,19,8,0,0,"5'8""",170,"71""",Orthodox,2/26/1980,1.75,51%,2.04,59%,3.93,45%,0%,45%,4.1
1700,1701,4498b382c65a7faa,Roxanne Modafferi,25,19,0,0,"5'7""",125,"69""",Orthodox,9/24/1982,3.13,30%,5.03,53%,1.42,23%,30%,23%,0.1
1701,1702,3f7c14c7eca7195d,Roy Nelson,22,14,0,0,"6'0""",263,"73""",Orthodox,6/20/1976,2.18,36%,4.79,46%,1.14,27%,65%,27%,0.1
1704,1705,b9c03e7a4557e542,Royston Wee,4,1,0,0,"5'7""",135,"67""",Orthodox,11/15/1986,1.1,60%,2.45,49%,3.38,81%,0%,81%,0.0
1705,1706,7e208569469c8bc8,Ruan Potts,11,6,0,0,"6'2""",247,"75""",Orthodox,2/23/1978,0.85,37%,5.92,22%,0.75,16%,33%,16%,2.3
1707,1708,369e1ce458ef50a6,Ruslan Magomedov,14,1,0,0,"6'3""",242,"78""",Orthodox,11/26/1986,4.02,47%,1.47,66%,0.33,100%,88%,100%,0.0
1708,1709,f50d95223751e6ca,Russell Doane,15,8,0,0,"5'7""",135,"70""",Orthodox,8/13/1986,1.75,40%,1.68,53%,2.11,45%,52%,45%,0.8
1709,1710,9b7694d064a8a0ad,Rustam Khabilov,24,4,0,0,"5'8""",155,"73""",Orthodox,11/04/1986,1.98,34%,2.16,65%,3.95,41%,61%,41%,0.1
1710,1711,c0ab242c40decc55,Ryan Bader,23,5,0,0,"6'2""",205,"74""",Orthodox,6/07/1983,2.82,43%,1.39,71%,3.37,44%,80%,44%,0.4
1711,1712,20999e27ddd94bda,Ryan Benoit,10,7,0,0,"5'5""",125,"68""",Orthodox,8/25/1989,2.95,41%,3.4,60%,0.33,25%,70%,25%,0.5
1712,1713,46fd223e3ced39b3,Ryan Couture,11,5,0,0,"5'10""",155,"73""",Orthodox,8/27/1982,3.54,45%,2.87,54%,1.55,29%,46%,29%,1.3
1713,1714,8866c6f509c19089,Ryan Hall,8,1,0,0,"5'10""",145,"70""",Southpaw,2/22/1985,2.32,43%,0.96,75%,0.31,16%,0%,16%,0.9
1714,1715,b59037262c8fe060,Ryan Janes,10,3,0,0,"6'3""",185,"76""",Orthodox,8/22/1981,7.69,48%,5.53,59%,0.35,100%,58%,100%,0.0
1715,1716,aae99701b21554e4,Ryan Jensen,21,8,0,0,"6'1""",185,"76""",Orthodox,9/20/1977,2.84,39%,2.99,59%,1.55,50%,31%,50%,1.9
1716,1717,bc3ec52ef70fc155,Ryan Jimmo,19,5,0,0,"6'1""",205,"73""",Orthodox,11/27/1981,3.12,66%,2.77,46%,0.45,28%,87%,28%,0.0
1717,1718,4c7781da8c6cae93,Ryan LaFlare,14,3,0,0,"6'1""",170,"74""",Southpaw,10/01/1983,2.89,40%,1.86,63%,2.13,44%,58%,44%,0.2
1718,1719,35e1f9984ed64206,Ryan MacDonald,10,2,0,0,"5'11""",135,"71""",Switch,3/18/1993,2.28,29%,6.49,45%,0.0,0%,0%,0%,0.0
1722,1723,a67f5afa8d6a1b80,Ryan Spann,19,6,0,0,"6'5""",205,"79""",Orthodox,8/24/1991,3.55,45%,3.45,47%,1.72,41%,60%,41%,1.7
1724,1725,55a7b2d4e54ffac9,Ryo Chonan,22,13,0,0,"5'9""",170,"70""",Orthodox,10/08/1976,2.57,43%,2.25,60%,0.61,41%,39%,41%,0.3
1725,1726,71f048adbfed5b49,Sabah Homasi,11,8,0,0,"6'0""",170,"72""",Orthodox,10/19/1988,4.98,48%,6.91,47%,2.8,50%,66%,50%,0.0
1726,1727,70d2329a92864fdb,Sabina Mazo,9,2,0,0,"5'7""",135,"70""",Orthodox,3/25/1997,6.56,44%,3.91,60%,0.81,80%,66%,80%,0.2
1727,1728,ed9d8ee3a4239b1c,Sage Northcutt,11,2,0,0,"6'0""",170,"71""",Orthodox,3/01/1996,3.58,52%,1.96,58%,1.81,34%,41%,34%,0.6
1729,1730,0fd5f4b838e890cc,Said Nurmagomedov,14,2,0,0,"5'8""",135,"70""",Orthodox,4/05/1992,4.65,46%,2.37,60%,0.45,7%,71%,7%,0.0
1730,1731,cbf1c7ba5408a66f,Salim Touahri,10,4,0,0,"5'10""",170,"72""",Orthodox,9/28/1989,2.6,46%,2.87,58%,0.0,0%,83%,0%,0.0
1732,1733,d156513a19acf856,Sam Alvey,33,14,1,1,"6'2""",205,"75""",Southpaw,5/06/1986,3.17,44%,3.26,55%,0.08,16%,82%,16%,0.1
1734,1735,e94085e821bd81de,Sam Hughes,5,2,0,0,"5'5""",115,"64""",Orthodox,6/28/1992,4.0,37%,10.4,49%,0.0,0%,0%,0%,0.0
1735,1736,b8aef0faf4ce9b31,Sam Sicilia,15,8,0,0,"5'8""",145,"67""",Orthodox,2/01/1986,2.46,33%,3.55,59%,1.45,43%,70%,43%,0.9
1736,1737,501b07aec9b8fc2d,Sam Stout,20,12,1,0,"5'9""",155,"70""",Orthodox,4/23/1984,4.17,28%,4.08,57%,0.63,38%,77%,38%,0.1
1740,1741,6d1bffff14897645,Santiago Ponzinibbio,28,4,0,0,"6'0""",170,"73""",Orthodox,9/26/1986,4.21,40%,4.05,64%,0.52,44%,60%,44%,0.0
1741,1742,88d7b6d8230e1f3f,Saparbeg Safarov,9,3,0,0,"6'1""",185,"78""",Orthodox,10/14/1986,4.03,48%,2.96,47%,2.52,41%,33%,41%,0.0
1742,1743,7be74a12d7352df2,Sara McMann,12,6,0,0,"5'6""",135,"66""",Orthodox,9/24/1980,2.32,45%,1.94,48%,4.41,65%,50%,65%,0.5
1743,1744,49b130de1da2e1bf,Sarah Alpar,9,5,0,0,"5'4""",135,"63""",Southpaw,6/01/1991,2.11,54%,4.76,32%,2.69,28%,50%,28%,0.7
1744,1745,1641ef250e9de19b,Sarah Frota,9,2,0,0,"5'6""",125,"69""",Southpaw,4/14/1987,4.52,52%,2.57,55%,0.0,0%,53%,0%,0.0
1745,1746,36df8e119aec6175,Sarah Kaufman,18,4,0,1,"5'5""",135,"66""",Orthodox,9/20/1985,6.65,46%,4.0,62%,0.38,57%,81%,57%,0.0
1746,1747,539ed332b3078821,Sarah Moras,6,8,0,0,"5'7""",135,"67""",Orthodox,4/30/1988,2.28,34%,3.58,50%,0.67,21%,33%,21%,0.8
1747,1748,a6c20202c701e5ca,Sasha Palatnikov,6,2,0,0,"6'1""",170,"72""",Switch,3/15/1989,9.78,52%,7.74,51%,1.17,100%,88%,100%,0.0
1750,1751,06827d70c53ff0d9,Scott Askham,14,4,0,0,"6'3""",185,"75""",Southpaw,5/20/1988,3.03,46%,3.52,52%,0.44,18%,65%,18%,0.7
1753,1754,df1eb4354d18a906,Scott Holtzman,14,4,0,0,"5'9""",155,"69""",Orthodox,9/30/1983,4.44,49%,3.47,54%,2.16,58%,66%,58%,0.2
1754,1755,0b64d0fed453ef7f,Scott Jorgensen,15,12,0,0,"5'5""",135,"66""",Orthodox,9/17/1982,3.37,40%,3.41,65%,2.61,45%,59%,45%,0.7
1757,1758,3410cf010558dc8b,Scott Smith,18,11,0,1,"6'0""",185,"70""",Orthodox,5/21/1979,1.9,27%,5.87,50%,0.12,6%,58%,6%,0.5
1759,1760,45f7cb591c3ab00b,Sean Brady,14,0,0,0,"5'10""",170,"72""",Orthodox,11/23/1992,4.72,55%,3.6,63%,2.69,60%,100%,60%,1.2
1761,1762,008dc37cca279def,Sean McCorkle,17,7,0,0,"6'7""",265,"81""",Orthodox,7/17/1976,0.85,44%,2.48,52%,2.12,40%,33%,40%,4.2
1762,1763,cb52f9490c2dc069,Sean O'Connell,17,9,0,0,"6'1""",205,"74""",Orthodox,9/02/1983,5.46,48%,6.77,45%,0.0,0%,30%,0%,0.5
1763,1764,b50a426a33da0012,Sean O'Malley,12,1,0,0,"5'11""",135,"72""",Switch,10/24/1994,6.35,57%,3.76,64%,1.05,50%,61%,50%,1.1
1764,1765,0d506315895efffc,Sean Pierson,14,6,0,0,"6'0""",170,"76""",Southpaw,3/10/1976,3.84,39%,3.73,64%,0.39,18%,66%,18%,0.4
